Measurement
;BCTZ_16cikel za lukata loceno
Graph
;Keysiht MC

Series
;R (+1V) [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;R (+1V) [Ohm] Y-expression: $N12.DF3
;Assigned to Axis: Resistance

;Electrometer avg [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Electrometer avg [Ohm] Y-expression: ($N12.DF3+$N13.DF3)/2
;Assigned to Axis: Resistance

;R (-1V) [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;R (-1V) [Ohm] Y-expression: $N13.DF3
;Assigned to Axis: Resistance

Data
;Index;X data for R (+1V) [Ohm];Y data for R (+1V) [Ohm];X data for Electrometer avg [Ohm];Y data for Electrometer avg [Ohm];X data for R (-1V) [Ohm];Y data for R (-1V) [Ohm];
;1393;1983.21031667059;187302.045151031;1983.21031656582;187795.428797331;1983.21031667059;188288.812443631;
;1394;1984.16026667459;187599.310384935;1984.16026655934;188102.090647166;1984.16026667459;188604.870909396;
;1395;1985.1114500023;187934.598759632;1985.11144992895;188450.965043696;1985.1114500023;188967.33132776;
;1396;1986.05946666794;188292.357778075;1986.05946658412;188811.772678974;1986.05946666794;189331.187579874;
;1397;1987.00835000142;188621.946918012;1987.00834996998;189146.244593046;1987.00835000142;189670.54226808;
;1398;1987.95671667438;188954.834125999;1987.95671669533;189485.682782117;1987.95671667438;190016.531438235;
;1399;1988.90553334029;189269.552017897;1988.90553326695;189805.073739708;1988.90553334029;190340.595461519;
;1400;1989.85668333946;189528.547737503;1989.85668322421;190070.081614064;1989.85668333946;190611.615490625;
;1401;1990.80491666682;189766.283844817;1990.80491659348;190316.648626613;1990.80491666682;190867.013408408;
;1402;1991.75243334146;189999.563001005;1991.75243328908;190555.668316466;1991.75243334146;191111.773631926;
;1403;1992.70428333431;190239.930600473;1992.70428321906;190800.743605959;1992.70428333431;191361.556611446;
;1404;1993.65598333301;190480.907146272;1993.65598324919;191053.610252558;1993.65598333301;191626.313358845;
;1405;1994.60559999919;190735.227079825;1994.60559989442;191311.490209815;1994.60559999919;191887.753339806;
;1406;1995.55566666881;190989.862258111;1995.55566667928;191572.838782814;1995.55566666881;192155.815307517;
;1407;1996.50513334083;191255.785487511;1996.50513326749;191846.501422674;1996.50513334083;192437.217357837;
;1408;1997.45455000433;191520.249435973;1997.45454988908;192115.761811823;1997.45455000433;192711.274187674;
;1409;1998.40251667192;191772.573070145;1998.40251657763;192375.2462683;1998.40251667192;192977.919466455;
;1410;1999.3507833383;192046.951638737;1999.35078322305;192658.452655965;1999.3507833383;193269.953673192;
;1411;2000.29881667346;192346.901483764;2000.29881657916;192963.318004258;2000.29881667346;193579.734524752;
;1412;2001.24810000183;192670.060228661;2001.24810000183;193295.888954834;2001.24810000183;193921.717681007;
;1413;2002.19984999858;193016.657337528;2002.19985000906;193646.822905537;2002.19984999858;194276.988473546;
;1414;2003.14945000573;193348.427400566;2003.14944994287;193987.396717186;2003.14945000573;194626.366033807;
;1415;2004.09748334088;193653.209705124;2004.09748329897;194298.381899518;2004.09748334088;194943.554093912;
;1416;2005.04740000586;193930.743452898;2005.04739989061;194579.106369368;2005.04740000586;195227.469285838;
;1417;2005.9951000032;194142.714309289;2005.99509988795;194790.208293656;2005.9951000032;195437.702278022;
;1418;2006.94548334111;194306.432903074;2006.94548333064;194962.293133853;2006.94548334111;195618.153364632;
;1419;2007.89275000454;194464.377043091;2007.89274988929;195123.415705547;2007.89275000454;195782.454368004;
;1420;2008.84603333427;194590.008581419;2008.84603334474;195257.194803659;2008.84603333427;195924.381025899;
;1421;2009.79376667063;194728.694246741;2009.79376660776;195402.024963718;2009.79376667063;196075.355680695;
;1422;2010.74186667334;194879.729974646;2010.74186664191;195561.23327018;2010.74186667334;196242.736565713;
;1423;2011.6899000085;195045.074916813;2011.6899000085;195733.333181916;2011.6899000085;196421.591447018;
;1424;2012.64188333647;195209.93852839;2012.64188328409;195901.87704007;2012.64188333647;196593.81555175;
;1425;2013.58931667404;195375.844512088;2013.5893166007;196073.222705074;2013.58931667404;196770.600898061;
;1426;2014.53935000463;195539.73856337;2014.5393499732;196245.273080078;2014.53935000463;196950.807596787;
;1427;2015.48903333838;195720.378210059;2015.48903328599;196428.387455786;2015.48903333838;197136.396701514;
;1428;2016.4412666671;195903.270801009;2016.44126655185;196620.785898586;2016.4412666671;197338.300996164;
;1429;2017.39063333254;196093.042226676;2017.3906333535;196814.6845786;2017.39063333254;197536.326930523;
;1430;2018.3400166675;196297.823057142;2018.34001656272;197029.386787687;2018.3400166675;197760.950518233;
;1431;2019.28983333637;196509.982707122;2019.28983322112;197244.310406035;2019.28983333637;197978.638104948;
;1432;2020.23800000665;196711.766117579;2020.23799992283;197452.125329283;2020.23800000665;198192.484540986;
;1433;2021.18736667209;196929.087804772;2021.1873665778;197675.814302703;2021.18736667209;198422.540800635;
;1434;2022.13559999946;197126.292902074;2022.13559995755;197874.718632674;2022.13559999946;198623.144363274;
;1435;2023.08358333656;197302.869770241;2023.08358334703;198057.977823776;2023.08358333656;198813.085877312;
;1436;2024.03131667292;197461.045872176;2024.03131661005;198222.714788871;2024.03131667292;198984.383705567;
;1437;2024.97983334004;197616.74209039;2024.97983323527;198380.410419962;2024.97983334004;199144.078749534;
;1438;2025.92871667352;197771.119483422;2025.92871663161;198540.554151066;2025.92871667352;199309.98881871;
;1439;2026.88078333857;197933.573492736;2026.88078328618;198707.262029681;2026.88078333857;199480.950566626;
;1440;2027.83025000012;198102.573550533;2027.83024987439;198882.173253572;2027.83025000012;199661.772956611;
;1441;2028.77988333581;198269.110663904;2028.77988322056;199059.212140718;2028.77988333581;199849.313617532;
;1442;2029.72761667217;198447.741763923;2029.72761663026;199238.27295586;2029.72761667217;200028.804147797;
;1443;2030.67575000343;198596.715607517;2030.67574991961;199391.24400215;2030.67575000343;200185.772396784;
;1444;2031.62406666786;198728.13990461;2031.62406667834;199528.540012143;2031.62406666786;200328.940119676;
;1445;2032.57341667428;198871.207028904;2032.57341663237;199680.803273062;2032.57341667428;200490.399517219;
;1446;2033.52165000164;199013.292097779;2033.52165000164;199822.641434353;2033.52165000164;200631.990770928;
;1447;2034.47110000416;199153.993834192;2034.47109988891;199971.54750089;2034.47110000416;200789.101167589;
;1448;2035.4206833418;199306.810911649;2035.42068326846;200131.480135149;2035.4206833418;200956.149358648;
;1449;2036.36843333719;199475.777656319;2036.36843323242;200302.458321294;2036.36843333719;201129.138986269;
;1450;2037.31641667429;199656.989292396;2037.31641663238;200489.63702937;2037.31641667429;201322.284766345;
;1451;2038.26438334188;199836.933062621;2038.26438332093;200673.931003926;2038.26438334188;201510.928945231;
;1452;2039.21245000558;200009.200423219;2039.21244994272;200848.054866342;2039.21245000558;201686.909309464;
;1453;2040.16201667371;200162.131326374;2040.16201661085;201008.182155283;2040.16201667371;201854.232984193;
;1454;2041.10818333807;200320.111538238;2041.10818329616;201170.564902489;2041.10818333807;202021.01826674;
;1455;2042.0564000064;200463.069690986;2042.05639997497;201313.925080126;2042.0564000064;202164.780469265;
;1456;2043.00601667259;200603.012656044;2043.00601660972;201464.680504706;2043.00601667259;202326.348353367;
;1457;2043.95383333554;200757.256371032;2043.95383325173;201624.56063018;2043.95383333554;202491.864889328;
;1458;2044.90356666734;200909.315562235;2044.90356667782;201778.555833064;2044.90356666734;202647.796103893;
;1459;2045.85180000518;201047.861453898;2045.85179991089;201921.596147101;2045.85180000518;202795.330840303;
;1460;2046.80146666942;201188.622381027;2046.80146665894;202065.027756419;2046.80146666942;202941.433131812;
;1461;2047.74896667455;201329.175214768;2047.74896664312;202213.410250334;2047.74896667455;203097.645285901;
;1462;2048.70078333886;201463.430358121;2048.70078331791;202350.295933314;2048.70078333886;203237.161508507;
;1463;2049.65244999854;201591.768604904;2049.65244993567;202480.803412099;2049.65244999854;203369.838219294;
;1464;2050.60178333544;201701.554312178;2050.60178333544;202594.460399515;2050.60178333544;203487.366486852;
;1465;2051.54981667059;201809.423289211;2051.54981654487;202709.092490722;2051.54981667059;203608.761692233;
;1466;2052.49620000715;201918.223119637;2052.49619995477;202823.017307184;2052.49620000715;203727.811494731;
;1467;2053.44555000309;202043.875848079;2053.44554990879;202949.385966523;2053.44555000309;203854.896084967;
;1468;2054.39353334019;202164.780469265;2054.39353329828;203075.12427226;2054.39353334019;203985.468075254;
;1469;2055.34343333566;202278.055460597;2055.34343333566;203189.632584234;2055.34343333566;204101.20970787;
;1470;2056.29305000184;202383.265332556;2056.29304997041;203300.174045764;2056.29305000184;204217.082758973;
;1471;2057.24086667527;202485.714632833;2057.24086661241;203402.512425421;2057.24086667527;204319.310218009;
;1472;2058.19101667148;202586.215628716;2058.19101662957;203509.569571091;2058.19101667148;204432.923513466;
;1473;2059.13885000395;202681.475926508;2059.13884997251;203610.513358373;2059.13885000395;204539.550790239;
;1474;2060.08874999941;202776.003487747;2060.08874999941;203709.680637981;2060.08874999941;204643.357788215;
;1475;2061.03833333706;202872.677107847;2061.03833323228;203816.471893809;2061.03833333706;204760.266679771;
;1476;2061.99006667477;202979.330614763;2061.99006667477;203922.233947446;2061.99006667477;204865.137280128;
;1477;2062.93946666876;203081.147164784;2062.93946659542;204028.57223775;2062.93946666876;204975.997310715;
;1478;2063.88721667463;203185.130099439;2063.88721655938;204134.161048137;2063.88721667463;205083.191996834;
;1479;2064.83561666566;203290.459375451;2064.83561655041;204242.79484231;2064.83561666566;205195.130309168;
;1480;2065.78506666818;203383.901350673;2065.78506658436;204340.066774462;2065.78506666818;205296.23219825;
;1481;2066.7351500073;203501.860007;2066.73514992348;204463.35985091;2066.7351500073;205424.859694821;
;1482;2067.68473333446;203623.687136277;2067.68473330303;204583.809020314;2067.68473333446;205543.930904352;
;1483;2068.63494999823;203723.246044713;2068.63494998775;204684.945819726;2068.63494999823;205646.64559474;
;1484;2069.58406667341;203802.547939454;2069.58406666294;204766.269834554;2069.58406667341;205729.991729654;
;1485;2070.53401666693;203879.833226296;2070.53401665646;204843.230717282;2070.53401666693;205806.628208268;
;1486;2071.48186666891;203945.530227787;2071.48186656414;204913.790200622;2071.48186666891;205882.050173456;
;1487;2072.43248333805;204015.847951069;2072.43248328567;204989.657075717;2072.43248333805;205963.466200365;
;1488;2073.38030000101;204069.138624166;2073.38029992767;205046.217869302;2073.38030000101;206023.297114438;
;1489;2074.32958333986;204134.12428502;2074.32958335034;205110.76709953;2074.32958333986;206087.409914041;
;1490;2075.28133333661;204161.213860913;2075.28133334708;205147.251884417;2075.28133333661;206133.28990792;
;1491;2076.23098334181;204222.504503106;2076.23098324751;205210.413024385;2076.23098334181;206198.321545663;
;1492;2077.17946666991;204288.422566516;2077.17946661753;205281.226745559;2077.17946666991;206274.030924603;
;1493;2078.12878333731;204370.671173721;2078.1287832954;205368.963234294;2078.12878333731;206367.255294868;
;1494;2079.07895000302;204471.380140922;2079.07895002398;205476.416472212;2079.07895000302;206481.452803502;
;1495;2080.02835000749;204585.999770864;2080.02834994462;205595.156627861;2080.02835000749;206604.313484857;
;1496;2080.97638333216;204678.961049594;2080.97638330073;205683.48584908;2080.97638333216;206688.010648566;
;1497;2081.92649999983;204769.071679414;2081.92649990553;205776.623450026;2081.92649999983;206784.175220639;
;1498;2082.87370000617;204858.422344318;2082.8736999433;205864.290144842;2082.87370000617;206870.157945366;
;1499;2083.82204999914;204936.93065959;2083.82204995723;205951.068869314;2083.82204999914;206965.207079038;
;1500;2084.77146667312;205012.136718494;2084.77146657882;206029.166432889;2084.77146667312;207046.196147284;
;1501;2085.72121667443;205088.239214922;2085.72121655918;206105.598879631;2085.72121667443;207122.95854434;
;1502;2086.66891667177;205156.821874641;2086.668916567;206176.582636786;2086.66891667177;207196.343398932;
;1503;2087.61716666864;205231.768235869;2087.61716664769;206250.774254588;2087.61716666864;207269.780273306;
;1504;2088.56515000574;205279.796362442;2088.56514989049;206305.944233826;2088.56515000574;207332.092105209;
;1505;2089.51286667259;205336.700855227;2089.51286659925;206363.635610387;2089.51286667259;207390.570365547;
;1506;2090.46274999855;205392.793177673;2090.46274992521;206420.507050865;2090.46274999855;207448.220924057;
;1507;2091.41211667447;205437.520286955;2091.41211658018;206472.788393625;2091.41211667447;207508.056500294;
;1508;2092.36008333159;205488.178265104;2092.36008326872;206522.882558788;2092.36008333159;207557.586852472;
;1509;2093.31019999925;205526.610557902;2093.31019987352;206563.858743502;2093.31019999925;207601.106929102;
;1510;2094.25773333292;205529.989908478;2094.25773327006;206577.832865026;2094.25773333292;207625.675821575;
;1511;2095.20566667197;205584.074635242;2095.20566669293;206634.628564106;2095.20566667197;207685.18249297;
;1512;2096.15360000054;205639.456453789;2096.15359996911;206690.579365423;2096.15360000054;207741.702277057;
;1513;2097.10170000326;205666.101084889;2097.10170000326;206716.634442982;2097.10170000326;207767.167801075;
;1514;2098.05298333755;205709.254653658;2098.05298329564;206763.470177173;2098.05298333755;207817.685700688;
;1515;2099.00108334026;205767.244323911;2099.00108332979;206825.51448647;2099.00108334026;207883.78464903;
;1516;2099.95089999866;205836.705624694;2099.95089998818;206897.207672423;2099.95089999866;207957.709720151;
;1517;2100.8987333416;205881.626300142;2100.89873333112;206944.756979621;2100.8987333416;208007.8876591;
;1518;2101.8485666695;205940.561435159;2101.84856654378;207000.624288192;2101.8485666695;208060.687141225;
;1519;2102.79638333246;206001.65213325;2102.79638333246;207063.646710191;2102.79638333246;208125.641287132;
;1520;2103.74423333444;206069.997856872;2103.74423324014;207135.951868559;2103.74423333444;208201.905880246;
;1521;2104.69231666764;206121.393133272;2104.69231656287;207190.917655921;2104.69231666764;208260.442178571;
;1522;2105.64016666962;206181.315849158;2105.64016661723;207250.597595142;2105.64016666962;208319.879341126;
;1523;2106.58983333386;206224.685919803;2106.5898332186;207300.281330652;2106.58983333386;208375.876741501;
;1524;2107.53998334054;206239.57201164;2107.53998323577;207305.336303478;2107.53998334054;208371.100595316;
;1525;2108.48743333714;206227.237668642;2108.48743325332;207304.162500578;2108.48743333714;208381.087332514;
;1526;2109.43758333335;206255.31107426;2109.43758327048;207337.091493137;2109.43758333335;208418.871912014;
;1527;2110.38705000537;206310.629536255;2110.38705000537;207391.47220642;2110.38705000537;208472.314876584;
;1528;2111.33508334053;206380.032319113;2111.33508322528;207462.258471564;2111.33508334053;208544.484624015;
;1529;2112.28498333599;206445.219760936;2112.28498325218;207528.350868452;2112.28498333599;208611.481975968;
;1530;2113.23460000218;206528.361507244;2113.23459989741;207614.983106942;2113.23460000218;208701.604706639;
;1531;2114.1857999994;206622.669812841;2114.18579995749;207708.763388962;2114.1857999994;208794.856965083;
;1532;2115.13376666699;206699.972922304;2115.13376664603;207789.937666807;2115.13376666699;208879.90241131;
;1533;2116.08366667293;206772.20319918;2116.08366667293;207869.26518261;2116.08366667293;208966.32716604;
;1534;2117.03171666712;206841.061260117;2117.03171659377;207939.513367704;2117.03171666712;209037.96547529;
;1535;2117.98136667232;206899.690891862;2117.98136664089;207999.206335688;2117.98136667232;209098.721779514;
;1536;2118.92940000747;206952.78579145;2118.92940000747;208055.274654658;2118.92940000747;209157.763517866;
;1537;2119.8773833341;207019.19274936;2119.87738325028;208119.547710131;2119.8773833341;209219.902670901;
;1538;2120.82853333326;207064.202326573;2120.82853334374;208161.097206218;2120.82853333326;209257.992085863;
;1539;2121.78251666715;207084.784652532;2121.7825166462;208186.059710091;2121.78251666715;209287.334767649;
;1540;2122.7321000048;207088.215438012;2122.73210001527;208192.374429765;2122.7321000048;209296.533421517;
;1541;2123.68145000073;207115.665814731;2123.6814499693;208219.680942549;2123.68145000073;209323.696070366;
;1542;2124.62948333588;207137.545544368;2124.62948333588;208246.835390601;2124.62948333588;209356.125236834;
;1543;2125.57936667232;207158.142454368;2125.57936666184;208268.750081125;2125.57936667232;209379.357707882;
;1544;2126.52713333722;207198.919250437;2126.52713333722;208314.790996885;2126.52713333722;209430.662743332;
;1545;2127.47668333584;207253.886010363;2127.47668330441;208371.889061534;2127.47668333584;209489.892112706;
;1546;2128.42820000136;207328.653234534;2128.42819987563;208445.930320668;2128.42820000136;209563.207406802;
;1547;2129.37653333531;207397.88246762;2129.37653333531;208519.6454193;2129.37653333531;209641.408370981;
;1548;2130.32425000216;207452.524489771;2130.32424989738;208575.101673082;2130.32425000216;209697.678856393;
;1549;2131.27203333657;207504.181209251;2131.27203326323;208623.361120068;2131.27203333657;209742.541030885;
;1550;2132.22153333714;207536.049011713;2132.2215332638;208655.794591865;2132.22153333714;209775.540172016;
;1551;2133.16930000205;207552.417363005;2133.16929993918;208673.440863134;2133.16930000205;209794.464363263;
;1552;2134.11705000792;207522.697795071;2134.11704990314;208639.658594794;2134.11705000792;209756.619394517;
;1553;2135.06528333528;207452.954856162;2135.06528328289;208573.77781979;2135.06528333528;209694.600783419;
;1554;2136.01675000275;207388.419845413;2136.01674988749;208510.299611738;2136.01675000275;209632.179378063;
;1555;2136.96595000452;207359.60717796;2136.96594994166;208478.757276226;2136.96595000452;209597.907374493;
;1556;2137.91479999898;207335.10121063;2137.91479992564;208456.401071626;2137.91479999898;209577.700932621;
;1557;2138.86391667416;207309.311712354;2138.86391660082;208435.161652634;2138.86391667416;209561.011592915;
;1558;2139.81401667232;207302.865340205;2139.81401664088;208431.718887932;2139.81401667232;209560.57243566;
;1559;2140.76333333971;207308.881941738;2140.76333332923;208436.70342948;2140.76333333971;209564.524917222;
;1560;2141.7132666742;207335.531089963;2141.71326663229;208467.378205613;2141.7132666742;209599.225321263;
;1561;2142.66128333984;207381.108410548;2142.66128328745;208517.85123342;2142.66128333984;209654.594056292;
;1562;2143.60925000743;207462.853776031;2143.609249976;208606.436851142;2143.60925000743;209750.019926252;
;1563;2144.55895000021;207595.073353719;2144.55894998973;208741.884689109;2144.55895000021;209888.696024498;
;1564;2145.50665000803;207744.723284029;2145.50664998707;208889.447921952;2145.50665000803;210034.172559875;
;1565;2146.45520000369;207852.674024651;2146.45520002465;208998.374401159;2146.45520000369;210144.074777668;
;1566;2147.40619999822;207942.14217836;2147.40619992488;209081.984124615;2147.40619999822;210221.82607087;
;1567;2148.35423333338;207965.494365175;2148.35423328099;209105.15171042;2148.35423333338;210244.809055664;
;1568;2149.30221667048;207975.442259778;2149.30221668095;209119.630136119;2149.30221667048;210263.81801246;
;1569;2150.25161667494;207971.982014583;2150.25161659112;209115.910561877;2150.25161667494;210259.839109171;
;1570;2151.19996666792;207966.791862675;2151.19996661553;209110.663000852;2151.19996666792;210254.534139029;
;1571;2152.14960000361;207959.007120516;2152.14959995123;209101.90808809;2152.14960000361;210244.809055664;
;1572;2153.10106667108;207943.439384487;2153.10106656631;209090.146111447;2153.10106667108;210236.852838408;
;1573;2154.05066666775;207931.765111961;2154.0506666468;209077.900433432;2154.05066666775;210224.035754904;
;1574;2154.99854999827;207918.795235333;2154.99854995636;209068.98487334;2154.99854999827;210219.174511346;
;1575;2155.94638334122;207922.686028427;2155.94638329931;209074.465756909;2155.94638334122;210226.245485391;
;1576;2156.89450000296;207927.873979074;2156.89449988771;209084.131419849;2156.89450000296;210240.388860623;
;1577;2157.84588333336;207949.060798067;2157.84588327049;209108.649995402;2157.84588333336;210268.239192738;
;1578;2158.79626667127;208000.532481363;2158.7962665665;209162.910786737;2158.79626667127;210325.28909211;
;1579;2159.74771666923;208053.328229092;2159.74771661684;209215.857397585;2159.74771666923;210378.386566078;
;1580;2160.69503334118;208106.583867994;2160.69503328879;209267.054735882;2160.69503334118;210427.525603769;
;1581;2161.64513333933;208162.466641965;2161.64513332886;209327.99487813;2161.64513333933;210493.523114294;
;1582;2162.59313333547;208209.275306796;2162.59313328308;209370.233277718;2162.59313333547;210531.191248639;
;1583;2163.5427000036;208241.793711514;2163.54269995121;209408.880548754;2163.5427000036;210575.967385994;
;1584;2164.49096666998;208279.527788655;2164.49096659664;209446.818203282;2164.49096666998;210614.108617908;
;1585;2165.44060000568;208345.486820065;2165.44059994281;209512.6330981;2165.44060000568;210679.779376135;
;1586;2166.39005000819;208394.983515957;2166.39004997676;209560.023156013;2166.39005000819;210725.062796069;
;1587;2167.33846666873;208441.027864397;2167.33846665826;209608.362291732;2167.33846666873;210775.696719066;
;1588;2168.28744999832;208505.784993005;2168.28744998784;209672.070775091;2168.28744999832;210838.356557178;
;1589;2169.23756666598;208554.053039467;2169.23756659264;209725.329434746;2169.23756666598;210896.605830026;
;1590;2170.18533334136;208614.963534104;2170.18533326802;209786.705524348;2170.18533334136;210958.447514593;
;1591;2171.13543333951;208693.329326421;2171.13543331856;209867.515583352;2171.13543333951;211041.701840284;
;1592;2172.08366666688;208767.395543234;2172.08366655163;209941.97438497;2172.08366666688;211116.553226705;
;1593;2173.03280000109;208830.175124985;2173.03279992775;210009.032383321;2173.03280000109;211187.889641656;
;1594;2173.98061667453;208908.702718738;2173.98061655927;210089.79078167;2173.98061667453;211270.878844602;
;1595;2174.92856667261;208989.909967147;2174.92856654688;210163.658238381;2174.92856667261;211337.406509615;
;1596;2175.87821666733;209031.848092375;2175.87821659399;210208.304259728;2175.87821666733;211384.760427082;
;1597;2176.82623333298;209056.319772547;2176.82623324916;210234.617282343;2176.82623333298;211412.914792139;
;1598;2177.7760999999;209071.617482569;2177.77610002086;210247.182862294;2177.7760999999;211422.74824202;
;1599;2178.72733333614;209066.809389609;2178.72733334661;210245.672814945;2178.72733333614;211424.53624028;
;1600;2179.67531667324;209021.361983195;2179.6753165999;210195.912326001;2179.67531667324;211370.462668806;
;1601;2180.62341666548;208942.749686586;2180.62341662357;210112.617184303;2180.62341666548;211282.48468202;
;1602;2181.57486667391;208860.270390506;2181.57486667391;210032.777795782;2181.57486667391;211205.285201057;
;1603;2182.52481666743;208783.52280438;2182.52481667791;209962.964956139;2182.52481666743;211142.407107898;
;1604;2183.47429999849;208731.662923412;2183.47429997753;209908.733595994;2183.47429999849;211085.804268577;
;1605;2184.4239666732;208692.02274743;2184.42396657891;209869.311973721;2184.4239666732;211046.601200011;
;1606;2185.37228333764;208645.867455626;2185.37228332716;209827.085316178;2185.37228333764;211008.30317673;
;1607;2186.32186667528;208614.093133676;2186.32186656003;209792.501177502;2186.32186667528;210970.909221327;
;1608;2187.27205000003;208582.328487966;2187.27204998955;209763.045440456;2187.27205000003;210943.762392946;
;1609;2188.22301666602;208577.542873114;2188.22301662411;209760.875119854;2188.22301666602;210944.207366594;
;1610;2189.17100000312;208583.198623351;2189.17099987739;209767.707918315;2189.17100000312;210952.217213279;
;1611;2190.12111667078;208610.176421626;2190.12111662887;209801.003408976;2190.12111667078;210991.830396327;
;1612;2191.07028333354;208642.384865916;2191.07028327067;209836.698991802;2191.07028333354;211031.013117688;
;1613;2192.01831666869;208690.7161848;2192.01831662678;209880.90879801;2192.01831666869;211071.101411221;
;1614;2192.96668334166;208722.513853957;2192.96668335213;209910.843067051;2192.96668334166;211099.172280146;
;1615;2193.91493333853;208737.762748659;2193.91493328614;209928.717967702;2193.91493333853;211119.673186746;
;1616;2194.86243333318;208755.628573635;2194.86243327032;209949.686561743;2194.86243333318;211143.744549852;
;1617;2195.81050000736;208779.163839449;2195.8104998921;209975.276325161;2195.81050000736;211171.388810873;
;1618;2196.76030000672;208820.145297057;2196.76029998576;210013.607410044;2196.76030000672;211207.069523031;
;1619;2197.70988333388;208856.780639812;2197.70988321863;210052.895205039;2197.70988333388;211249.009770267;
;1620;2198.65806667367;208896.483436598;2198.65806663176;210089.260858339;2198.65806667367;211282.03828008;
;1621;2199.60855000769;208927.470828502;2199.60855000769;210118.594798198;2199.60855000769;211309.718767895;
;1622;2200.55755000678;208940.566855758;2200.55754989153;210132.064293798;2200.55755000678;211323.561731839;
;1623;2201.50695000077;208970.257263284;2201.50694995886;210160.531836143;2201.50695000077;211350.806409002;
;1624;2202.45525000617;208995.588103135;2202.45525000617;210187.269916319;2202.45525000617;211378.951729503;
;1625;2203.40865000151;209020.051293521;2203.4086499596;210209.108812913;2203.40865000151;211398.166332305;
;1626;2204.35830000672;209023.546502514;2204.35830000672;210213.537836515;2204.35830000672;211403.529170516;
;1627;2205.30766667216;209019.177509537;2205.30766666168;210216.940066808;2205.30766667216;211414.702624079;
;1628;2206.25575000537;209043.209231348;2206.25574998441;210240.801741803;2206.25575000537;211438.394252259;
;1629;2207.20565000083;209080.797183264;2207.20565002179;210284.860754149;2207.20565000083;211488.924325033;
;1630;2208.15365000744;209132.83071743;2208.15364997601;210331.679930524;2208.15365000744;211530.529143619;
;1631;2209.10296667484;209171.325957952;2209.10296666436;210370.395280133;2209.10296667484;211569.464602313;
;1632;2210.05121667171;209196.705570281;2210.05121659837;210396.515282654;2210.05121667171;211596.324995028;
;1633;2211.00326666725;209232.597601776;2211.003266552;210435.508796994;2211.00326666725;211638.419992212;
;1634;2211.95046667359;209273.319325972;2211.95046657929;210475.133218185;2211.95046667359;211676.947110398;
;1635;2212.90083333151;209337.718260738;2212.90083332104;210543.414721922;2212.90083333151;211749.111183106;
;1636;2213.8483000081;209412.24265853;2213.84829989285;210621.046224992;2213.8483000081;211829.849791454;
;1637;2214.79596666642;209489.453253476;2214.79596662452;210691.295653047;2214.79596666642;211893.138052617;
;1638;2215.7461000036;209505.253344228;2215.74609994073;210710.646104815;2215.7461000036;211916.038865402;
;1639;2216.69598334003;209523.689795987;2216.69598326669;210729.071354195;2216.69598334003;211934.452912403;
;1640;2217.64571667183;209558.376676991;2217.6457165461;210762.587098914;2217.64571667183;211966.797520836;
;1641;2218.59531666851;209553.107043918;2218.5953166266;210757.25655555;2218.59531666851;211961.406067183;
;1642;2219.54685000354;209507.009056988;2219.54684990924;210710.176726099;2219.54685000354;211913.34439521;
;1643;2220.4945833399;209445.137940568;2220.49458331894;210650.508311709;2220.4945833399;211855.87868285;
;1644;2221.44450000487;209430.224132226;2221.44449991058;210637.216950182;2221.44450000487;211844.209768137;
;1645;2222.39475000766;209420.575152668;2222.39475000766;210625.885554617;2222.39475000766;211831.195956566;
;1646;2223.34385000286;209413.558271417;2223.34384997142;210625.967032111;2223.34385000286;211838.375792805;
;1647;2224.29363333271;209435.487586759;2224.29363321746;210650.17161632;2224.29363333271;211864.855645881;
;1648;2225.24131667102;209456.105331286;2225.24131666054;210666.316083254;2225.24131667102;211876.526835222;
;1649;2226.18986666668;209435.048955443;2226.18986655143;210646.36148502;2226.18986666668;211857.674014597;
;1650;2227.14081667364;209437.242130396;2227.14081663173;210650.151161405;2227.14081667364;211863.060192414;
;1651;2228.09076666716;209470.584045882;2228.09076662525;210681.187573001;2228.09076666716;211891.791100121;
;1652;2229.0406666731;209474.971930354;2229.04066666262;210688.994078944;2229.0406666731;211903.016227533;
;1653;2229.99028333928;209488.575540533;2229.99028329737;210703.879020547;2229.99028333928;211919.182500562;
;1654;2230.9402333328;209511.398467634;2230.94023330137;210726.069918173;2230.9402333328;211940.741368713;
;1655;2231.88981667045;209545.642184052;2231.88981668092;210764.757225525;2231.88981667045;211983.872266998;
;1656;2232.84131666645;209607.133349962;2232.8413165512;210822.92156841;2232.84131666645;212038.709786859;
;1657;2233.79115000484;209644.484882536;2233.79114991054;210857.110947428;2233.79115000484;212069.737012319;
;1658;2234.74079999956;209667.341795507;2234.74079995765;210876.860167879;2234.74079999956;212086.378540252;
;1659;2235.69040000672;209673.056802528;2235.69039989146;210882.416577996;2235.69040000672;212091.776353464;
;1660;2236.63821666967;209671.737927101;2236.63821668015;210890.754487907;2236.63821666967;212109.771048713;
;1661;2237.58831666782;209720.547370629;2237.58831658401;210936.308987419;2237.58831666782;212152.070604209;
;1662;2238.53646666859;209721.86686017;2238.53646658477;210941.019651979;2238.53646666859;212160.172443788;
;1663;2239.48630000697;209701.636511571;2239.48629994411;210919.877699008;2239.48630000697;212138.118886445;
;1664;2240.43540000217;209661.187520966;2240.43539990787;210879.630835226;2240.43540000217;212098.074149487;
